C,publication year,study period,country,scientific name,English name,subject type,toxicant group,toxicant specific,sample type,group,sample size,no. exposed,"OR if given, proportion exposed",Age Class,Sex,concentration level estimate type,concentration (ND for non-detects),Detection limit (if reported),SD of concentration,minimum,maximum,unit of measure,wet/dry weight?,sublethal effects assessed?,sublethal type,sublethal specific,Notes,,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Cu,eggs,Middle Chesapeake Bay,11,NA,1,eggs,unknown/mixed,geometric mean,0.28,NA,NA,0.21,0.4,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Cu,eggs,Mountain,2,NA,1,eggs,unknown/mixed,geometric mean,0.22,NA,NA,NA,NA,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Cu,eggs,Norfolk area,3,NA,1,eggs,unknown/mixed,geometric mean,0.28,NA,NA,0.25,0.33,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Cu,eggs,Upper Chesapeake Bay,7,NA,1,eggs,unknown/mixed,geometric mean,0.29,NA,NA,0.28,0.29,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Fe,eggs,Atlantic-New Jersey,41,NA,1,eggs,unknown/mixed,geometric mean,12.38,NA,NA,5.91,45.19,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Fe,eggs,Costal - Virginia,17,NA,1,eggs,unknown/mixed,geometric mean,9.51,NA,NA,4.1,16.9,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Fe,eggs,Delaware River,12,NA,1,eggs,unknown/mixed,geometric mean,13.58,NA,NA,10.49,18.72,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Fe,eggs,Middle Chesapeake Bay,11,NA,1,eggs,unknown/mixed,geometric mean,8.69,NA,NA,6.06,14.7,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Fe,eggs,Mountain,2,NA,1,eggs,unknown/mixed,geometric mean,11.45,NA,NA,NA,NA,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Fe,eggs,Norfolk area,3,NA,1,eggs,unknown/mixed,geometric mean,11.54,NA,NA,11.05,12.04,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Fe,eggs,Upper Chesapeake Bay,7,NA,1,eggs,unknown/mixed,geometric mean,8.55,NA,NA,7.08,10.34,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,metal,Mg,eggs,Atlantic-New Jersey,41,NA,1,eggs,unknown/mixed,geometric mean,50,NA,NA,21.89,78.89,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,metal,Mg,eggs,Costal - Virginia,17,NA,1,eggs,unknown/mixed,geometric mean,40.22,NA,NA,14.26,66.81,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,metal,Mg,eggs,Delaware River,12,NA,1,eggs,unknown/mixed,geometric mean,64.07,NA,NA,52.91,70.87,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,metal,Mg,eggs,Middle Chesapeake Bay,11,NA,1,eggs,unknown/mixed,geometric mean,45.89,NA,NA,13.54,59.91,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,metal,Mg,eggs,Mountain,2,NA,1,eggs,unknown/mixed,geometric mean,40,NA,NA,NA,NA,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,metal,Mg,eggs,Norfolk area,3,NA,1,eggs,unknown/mixed,geometric mean,23.04,NA,NA,10.07,52.72,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
